disease,state,year,temperature,precipitation,event,number,vasccine_approved,vasccine_years
DIPHTHERIA,NE,1920,47.99067797,1.980338983,CASES,4767,1914,6
DIPHTHERIA,WI,1920,41.765,2.58475,CASES,17016,1914,6
DIPHTHERIA,CT,1920,47.065,3.825,CASES,14204,1914,6
DIPHTHERIA,WV,1920,51.48362069,3.835344828,CASES,4146,1914,6
DIPHTHERIA,MI,1920,42.73833333,2.46225,CASES,49661,1914,6
DIPHTHERIA,OK,1920,58.78018868,2.67254717,CASES,1873,1914,6
DIPHTHERIA,VT,1920,40.53229167,3.289375,CASES,465,1914,6
DIPHTHERIA,CO,1920,43.66380952,1.556761905,CASES,8006,1914,6
DIPHTHERIA,WA,1920,45.40588235,3.427647059,CASES,5757,1914,6
DIPHTHERIA,KS,1920,53.38083333,2.2115,CASES,8204,1914,6
DIPHTHERIA,PA,1920,47.79416667,3.4475,CASES,75513,1914,6
DIPHTHERIA,MD,1920,53.28833333,3.527083333,CASES,14023,1914,6
DIPHTHERIA,GA,1920,63.27916667,4.156145833,CASES,3710,1914,6
DIPHTHERIA,AR,1920,60.20190476,4.084380952,CASES,1210,1914,6
DIPHTHERIA,OH,1920,50.07833333,3.263833333,CASES,52128,1914,6
DIPHTHERIA,CA,1920,56.50416667,1.702083333,CASES,39182,1914,6
DIPHTHERIA,VA,1920,54.49833333,3.589583333,CASES,8785,1914,6
DIPHTHERIA,IN,1920,51.17,3.293833333,CASES,16021,1914,6
DIPHTHERIA,OR,1920,45.28319328,2.577647059,CASES,3761,1914,6
DIPHTHERIA,MA,1920,46.00416667,3.61525,CASES,67194,1914,6
DIPHTHERIA,FL,1920,68.82244898,4.39,CASES,452,1914,6
DIPHTHERIA,AL,1920,63.41965812,4.647521368,CASES,3515,1914,6
DIPHTHERIA,NY,1920,43.93083333,3.287916667,CASES,171020,1914,6
DIPHTHERIA,MT,1920,39.76695652,1.56973913,CASES,1175,1914,6
DIPHTHERIA,UT,1920,46.52184874,1.169327731,CASES,1925,1914,6
DIPHTHERIA,MO,1920,54.33833333,3.35,CASES,38480,1914,6
DIPHTHERIA,NC,1920,58.09009009,4.111171171,CASES,2695,1914,6
DIPHTHERIA,AZ,1920,52.01818182,1.043636364,CASES,28,1914,6
DIPHTHERIA,IL,1920,51.3425,3.0565,CASES,85412,1914,6
DIPHTHERIA,SC,1920,62.02820513,3.885128205,CASES,1494,1914,6
DIPHTHERIA,DE,1920,52.89473684,3.613157895,CASES,920,1914,6
DIPHTHERIA,LA,1920,66.64916667,4.57775,CASES,8076,1914,6
DIPHTHERIA,TX,1920,64.47416667,2.203,CASES,7216,1914,6
DIPHTHERIA,MN,1920,38.97711864,1.978644068,CASES,19058,1914,6
DIPHTHERIA,RI,1920,47.42166667,3.779666667,CASES,8135,1914,6
DIPHTHERIA,NH,1920,41.32773109,3.49210084,CASES,1900,1914,6
DIPHTHERIA,KY,1920,55.5725,4.019166667,CASES,6052,1914,6
DIPHTHERIA,DC,1920,NULL,NULL,CASES,7823,1914,6
DIPHTHERIA,NJ,1920,50.55916667,3.588083333,CASES,37437,1914,6
DIPHTHERIA,ME,1920,38.03076923,3.341538462,CASES,1818,1914,6
DIPHTHERIA,IA,1920,47.34576271,2.606864407,CASES,5966,1914,6
DIPHTHERIA,TN,1920,57.7394958,4.415798319,CASES,5532,1914,6
DIPHTHERIA,VT,1920,32.4,3.425714286,DEATHS,16,1914,6
DIPHTHERIA,CO,1920,44.82564103,1.606410256,DEATHS,407,1914,6
DIPHTHERIA,WA,1920,42.87222222,3.388333333,DEATHS,43,1914,6
DIPHTHERIA,PA,1920,47.99166667,3.432685185,DEATHS,4143,1914,6
DIPHTHERIA,KS,1920,50.96935484,2.178064516,DEATHS,207,1914,6
DIPHTHERIA,MD,1920,53.15660377,3.44745283,DEATHS,807,1914,6
DIPHTHERIA,ME,1920,33.85535714,3.089821429,DEATHS,95,1914,6
DIPHTHERIA,OH,1920,50.30185185,3.273796296,DEATHS,2768,1914,6
DIPHTHERIA,CA,1920,56.43240741,1.749907407,DEATHS,1926,1914,6
DIPHTHERIA,VA,1920,53.3804878,3.462926829,DEATHS,270,1914,6
DIPHTHERIA,IN,1920,50.03636364,3.245858586,DEATHS,983,1914,6
DIPHTHERIA,OR,1920,43.37714286,2.733428571,DEATHS,180,1914,6
DIPHTHERIA,MA,1920,46.08333333,3.674259259,DEATHS,4403,1914,6
DIPHTHERIA,FL,1920,63.775,2.395,DEATHS,13,1914,6
DIPHTHERIA,NY,1920,44.1037037,3.297962963,DEATHS,11796,1914,6
DIPHTHERIA,MT,1920,36.65348837,1.535116279,DEATHS,74,1914,6
DIPHTHERIA,UT,1920,47.225,1.222375,DEATHS,142,1914,6
DIPHTHERIA,MO,1920,54.55925926,3.351111111,DEATHS,2021,1914,6
DIPHTHERIA,NC,1920,58.10612245,3.656122449,DEATHS,101,1914,6
DIPHTHERIA,AZ,1920,54.47333333,1.044,DEATHS,39,1914,6
DIPHTHERIA,IL,1920,51.57685185,3.064722222,DEATHS,6765,1914,6
DIPHTHERIA,SC,1920,58.64864865,3.405945946,DEATHS,51,1914,6
DIPHTHERIA,LA,1920,65.46666667,4.580666667,DEATHS,363,1914,6
DIPHTHERIA,DE,1920,51.168,3.6644,DEATHS,91,1914,6
DIPHTHERIA,TX,1920,63.34893617,2.200212766,DEATHS,391,1914,6
DIPHTHERIA,MN,1920,39.62234043,2.084574468,DEATHS,708,1914,6
DIPHTHERIA,RI,1920,46.78543689,3.834660194,DEATHS,606,1914,6
DIPHTHERIA,NH,1920,39.13529412,3.460441176,DEATHS,168,1914,6
DIPHTHERIA,KY,1920,52.41139241,4.062151899,DEATHS,234,1914,6
DIPHTHERIA,DC,1920,NULL,NULL,DEATHS,433,1914,6
DIPHTHERIA,NJ,1920,50.69074074,3.570555556,DEATHS,1515,1914,6
DIPHTHERIA,IA,1920,46.05135135,2.518918919,DEATHS,270,1914,6
DIPHTHERIA,TN,1920,55.87407407,4.438641975,DEATHS,282,1914,6
DIPHTHERIA,NE,1920,46.99042553,1.88393617,DEATHS,383,1914,6
DIPHTHERIA,WI,1920,41.66761905,2.53447619,DEATHS,930,1914,6
DIPHTHERIA,CT,1920,46.53333333,3.905333333,DEATHS,830,1914,6
DIPHTHERIA,WV,1920,48.64923077,3.6,DEATHS,164,1914,6
DIPHTHERIA,MI,1920,42.95,2.470833333,DEATHS,3175,1914,6
DIPHTHERIA,MS,1920,59.8375,4.564166667,CASES,66,1914,6
DIPHTHERIA,GA,1920,63.04347826,4.073188406,DEATHS,241,1914,6
DIPHTHERIA,AL,1920,61.99104478,4.548656716,DEATHS,151,1914,6
DIPHTHERIA,OK,1920,56.86666667,2.474102564,DEATHS,72,1914,6
DIPHTHERIA,NV,1920,51.58,0.617,CASES,13,1914,6
DIPHTHERIA,WY,1920,36.64333333,1.384333333,CASES,63,1914,6
DIPHTHERIA,ND,1920,37.32166667,1.452666667,CASES,430,1914,6
DIPHTHERIA,NM,1920,52.47142857,1.075306122,CASES,339,1914,6
DIPHTHERIA,ID,1920,41.962,1.8258,CASES,181,1914,6
DIPHTHERIA,SD,1920,43.3952381,1.565079365,CASES,386,1914,6
DIPHTHERIA,SD,1920,26.06666667,1.4,DEATHS,6,1914,6
DIPHTHERIA,WY,1920,24.9125,1.295,DEATHS,12,1914,6
DIPHTHERIA,ND,1920,28.3,1.156666667,DEATHS,10,1914,6
DIPHTHERIA,AR,1920,51.38571429,3.532857143,DEATHS,10,1914,6
DIPHTHERIA,ID,1920,38.74285714,2.648571429,DEATHS,10,1914,6
DIPHTHERIA,MS,1920,58.8,6,DEATHS,16,1914,6
DIPHTHERIA,NM,1920,55.30909091,1.118636364,DEATHS,38,1914,6
MENINGITIS,IL,1990,53.775,1.785,DEATHS,1465,1981,9
MENINGITIS,CA,1990,57,2.72,DEATHS,4275,1981,9
MENINGITIS,PA,1990,49.3,2.835,DEATHS,1501,1981,9
MENINGITIS,FL,1990,70.85,3.915,DEATHS,1318,1981,9
MENINGITIS,HI,1990,75.4,10.855,DEATHS,246,1981,9
MENINGITIS,AL,1990,62.025,4.075,DEATHS,869,1981,9
MENINGITIS,MN,1990,42.825,1.985,DEATHS,1000,1981,9
MENINGITIS,AR,1990,60.875,2.65,DEATHS,239,1981,9
MENINGITIS,WA,1990,44.4,3.295,DEATHS,1022,1981,9
MENINGITIS,AZ,1990,58.725,1.3475,DEATHS,875,1981,9
MENINGITIS,OK,1990,60.35,2.6325,DEATHS,369,1981,9
MENINGITIS,DC,1990,58.175,2.915,DEATHS,325,1981,9
MENINGITIS,NV,1990,48.35,0.965,DEATHS,376,1981,9
MENINGITIS,TX,1990,65.575,2.1825,DEATHS,3112,1981,9
MENINGITIS,LA,1990,66.55,3.6275,DEATHS,594,1981,9
MENINGITIS,DE,1990,55.675,3.2275,DEATHS,88,1981,9
MENINGITIS,NJ,1990,53,3.6075,DEATHS,656,1981,9
MENINGITIS,VA,1990,54.85,3.4625,DEATHS,413,1981,9
MENINGITIS,GA,1990,62.4,4.115,DEATHS,513,1981,9
MENINGITIS,NC,1990,58.125,4.0825,DEATHS,257,1981,9
MENINGITIS,OH,1990,52.05,1.97,DEATHS,2789,1981,9
MENINGITIS,KS,1990,54.925,1.93,DEATHS,248,1981,9
MENINGITIS,CT,1990,49.675,4.4575,DEATHS,595,1981,9
MENINGITIS,KY,1990,55.55,2.8525,DEATHS,280,1981,9
MENINGITIS,TN,1990,57.1,3.825,DEATHS,1486,1981,9
MENINGITIS,RI,1990,50.475,4.435,DEATHS,152,1981,9
MENINGITIS,OR,1990,45.175,3.09,DEATHS,467,1981,9
MENINGITIS,UT,1990,47.275,1.11,DEATHS,259,1981,9
MENINGITIS,MI,1990,46.875,2.2025,DEATHS,930,1981,9
MENINGITIS,IN,1990,53.1,1.7925,DEATHS,1098,1981,9
MENINGITIS,NE,1990,49.15,1.625,DEATHS,404,1981,9
MENINGITIS,MD,1990,54.875,3.315,DEATHS,655,1981,9
MENINGITIS,MO,1990,55.95,2.2725,DEATHS,851,1981,9
MENINGITIS,NM,1990,52.825,1.0325,DEATHS,299,1981,9
MENINGITIS,WI,1990,45.475,2.39,DEATHS,606,1981,9
MENINGITIS,CO,1990,45.075,1.17,DEATHS,620,1981,9
MENINGITIS,NY,1990,46.425,3,DEATHS,1625,1981,9
MENINGITIS,MA,1990,48.425,4.3425,DEATHS,1401,1981,9
MENINGITIS,IA,1990,49.95,2.3675,DEATHS,287,1981,9
DIPHTHERIA,IN,1930,51.77166667,3.235333333,CASES,9466,1914,16
DIPHTHERIA,OR,1930,46.665,2.395416667,CASES,4524,1914,16
DIPHTHERIA,MA,1930,46.88583333,3.610333333,CASES,32548,1914,16
DIPHTHERIA,FL,1930,70.14166667,4.50075,CASES,2616,1914,16
DIPHTHERIA,NV,1930,49.925,0.746083333,CASES,43,1914,16
DIPHTHERIA,AL,1930,63.92,4.523833333,CASES,5207,1914,16
DIPHTHERIA,NY,1930,44.51083333,3.279333333,CASES,154392,1914,16
DIPHTHERIA,MT,1930,41.61083333,1.489583333,CASES,680,1914,16
DIPHTHERIA,UT,1930,47.59583333,1.051416667,CASES,2104,1914,16
DIPHTHERIA,MO,1930,55.13916667,3.399,CASES,33535,1914,16
DIPHTHERIA,NC,1930,59.14666667,3.88875,CASES,2953,1914,16
DIPHTHERIA,NM,1930,52.84916667,1.185666667,CASES,403,1914,16
DIPHTHERIA,ID,1930,42.8125,1.845833333,CASES,122,1914,16
DIPHTHERIA,AZ,1930,57.17727273,1.136515152,CASES,151,1914,16
DIPHTHERIA,IL,1930,52.17416667,3.092,CASES,68318,1914,16
DIPHTHERIA,SC,1930,63.01916667,3.77875,CASES,1316,1914,16
DIPHTHERIA,LA,1930,66.93333333,4.726583333,CASES,9819,1914,16
DIPHTHERIA,DE,1930,54.22666667,3.460333333,CASES,1360,1914,16
DIPHTHERIA,SD,1930,45.3025,1.411333333,CASES,279,1914,16
DIPHTHERIA,TX,1930,65.0225,2.19325,CASES,18169,1914,16
DIPHTHERIA,MN,1930,40.27833333,1.900083333,CASES,18682,1914,16
DIPHTHERIA,RI,1930,48.33333333,3.649833333,CASES,6007,1914,16
DIPHTHERIA,NH,1930,42.1725,3.528416667,CASES,629,1914,16
DIPHTHERIA,KY,1930,56.21416667,3.8175,CASES,3522,1914,16
DIPHTHERIA,DC,1930,NULL,NULL,CASES,10956,1914,16
DIPHTHERIA,NJ,1930,51.24416667,3.6065,CASES,17744,1914,16
DIPHTHERIA,IA,1930,48.32916667,2.483916667,CASES,3433,1914,16
DIPHTHERIA,TN,1930,58.44083333,4.206416667,CASES,5342,1914,16
DIPHTHERIA,ND,1930,40.35,1.324,CASES,208,1914,16
DIPHTHERIA,NE,1930,49.05916667,1.743,CASES,4993,1914,16
DIPHTHERIA,WI,1930,42.50666667,2.448,CASES,12097,1914,16
DIPHTHERIA,CT,1930,47.97416667,3.793083333,CASES,7686,1914,16
DIPHTHERIA,WV,1930,51.93833333,3.62225,CASES,2071,1914,16
DIPHTHERIA,ME,1930,39.645,3.431333333,CASES,601,1914,16
DIPHTHERIA,MI,1930,43.4,2.461416667,CASES,40406,1914,16
DIPHTHERIA,OK,1930,60.415,2.76475,CASES,2679,1914,16
DIPHTHERIA,VT,1930,41.22416667,3.376583333,CASES,254,1914,16
DIPHTHERIA,CO,1930,44.59666667,1.434583333,CASES,7697,1914,16
DIPHTHERIA,WA,1930,46.32666667,3.304416667,CASES,6321,1914,16
DIPHTHERIA,PA,1930,48.375,3.38125,CASES,55131,1914,16
DIPHTHERIA,KS,1930,54.71,2.122916667,CASES,2574,1914,16
DIPHTHERIA,MD,1930,53.97916667,3.401083333,CASES,16242,1914,16
DIPHTHERIA,GA,1930,63.99833333,4.0965,CASES,4873,1914,16
DIPHTHERIA,AR,1930,61.17666667,4.085583333,CASES,1224,1914,16
DIPHTHERIA,OH,1930,50.74,3.108166667,CASES,38142,1914,16
DIPHTHERIA,CA,1930,57.63,1.58375,CASES,36814,1914,16
DIPHTHERIA,VA,1930,55.23666667,3.345166667,CASES,9790,1914,16
HEPATITIS,NY,2010,46.76136364,3.8675,CASES,17356,1986,24
DIPHTHERIA,SC,1940,62.5475,3.819416667,CASES,306,1914,26
DIPHTHERIA,LA,1940,66.37583333,4.66025,CASES,2427,1914,26
DIPHTHERIA,DE,1940,54.00666667,3.74775,CASES,177,1914,26
DIPHTHERIA,SD,1940,45.2797619,1.358214286,CASES,82,1914,26
DIPHTHERIA,TX,1940,64.58583333,2.374,CASES,4173,1914,26
DIPHTHERIA,MN,1940,40.19666667,2.158916667,CASES,876,1914,26
DIPHTHERIA,RI,1940,48.19416667,3.601583333,CASES,266,1914,26
DIPHTHERIA,NH,1940,42.10416667,3.682583333,CASES,42,1914,26
DIPHTHERIA,KY,1940,56.0797619,3.781428571,CASES,739,1914,26
DIPHTHERIA,DC,1940,NULL,NULL,CASES,2283,1914,26
DIPHTHERIA,NJ,1940,51.16666667,3.7725,CASES,589,1914,26
DIPHTHERIA,IA,1940,48.17857143,2.536309524,CASES,893,1914,26
DIPHTHERIA,TN,1940,57.94916667,3.976333333,CASES,1005,1914,26
DIPHTHERIA,ND,1940,40.01,1.45025,CASES,94,1914,26
DIPHTHERIA,NE,1940,48.97,1.714,CASES,586,1914,26
DIPHTHERIA,WI,1940,42.5875,2.603416667,CASES,196,1914,26
DIPHTHERIA,CT,1940,47.8425,3.899916667,CASES,201,1914,26
DIPHTHERIA,WV,1940,51.75,3.7135,CASES,531,1914,26
DIPHTHERIA,ME,1940,40.0475,3.443666667,CASES,36,1914,26
DIPHTHERIA,MI,1940,43.68166667,2.559333333,CASES,2813,1914,26
DIPHTHERIA,OK,1940,60.32142857,2.715357143,CASES,405,1914,26
DIPHTHERIA,VT,1940,40.78305085,3.490254237,CASES,24,1914,26
DIPHTHERIA,CO,1940,44.89666667,1.533333333,CASES,2196,1914,26
DIPHTHERIA,WA,1940,46.55166667,3.108666667,CASES,435,1914,26
DIPHTHERIA,PA,1940,48.12083333,3.447166667,CASES,2846,1914,26
DIPHTHERIA,KS,1940,54.76666667,2.183333333,CASES,196,1914,26
DIPHTHERIA,MD,1940,53.7725,3.610833333,CASES,1372,1914,26
DIPHTHERIA,GA,1940,63.415,4.056166667,CASES,1085,1914,26
DIPHTHERIA,AR,1940,60.87583333,3.960416667,CASES,216,1914,26
DIPHTHERIA,OH,1940,50.58833333,3.121,CASES,3246,1914,26
DIPHTHERIA,CA,1940,57.5175,2.099916667,CASES,4365,1914,26
DIPHTHERIA,VA,1940,54.97833333,3.642333333,CASES,1116,1914,26
DIPHTHERIA,IN,1940,51.65166667,3.100916667,CASES,2075,1914,26
DIPHTHERIA,OR,1940,47.10952381,2.580595238,CASES,233,1914,26
DIPHTHERIA,MA,1940,46.69583333,3.638,CASES,929,1914,26
DIPHTHERIA,FL,1940,69.76083333,4.424666667,CASES,510,1914,26
DIPHTHERIA,NV,1940,50.45454545,0.896363636,CASES,0,1914,26
DIPHTHERIA,AL,1940,63.3325,4.4915,CASES,1017,1914,26
DIPHTHERIA,NY,1940,44.32666667,3.279,CASES,9741,1914,26
DIPHTHERIA,MT,1940,41.5025,1.480833333,CASES,119,1914,26
DIPHTHERIA,UT,1940,47.95,1.1365,CASES,92,1914,26
DIPHTHERIA,MO,1940,54.8775,3.262,CASES,2751,1914,26
DIPHTHERIA,NC,1940,58.78083333,4.04975,CASES,679,1914,26
DIPHTHERIA,NM,1940,52.86785714,1.306785714,CASES,66,1914,26
DIPHTHERIA,ID,1940,42.8605042,1.887394958,CASES,12,1914,26
DIPHTHERIA,IL,1940,51.99083333,3.018166667,CASES,5456,1914,26
DIPHTHERIA,AZ,1940,62.04,1.397,CASES,12,1914,26
DIPHTHERIA,NH,1950,42.12093023,3.714186047,CASES,0,1914,36
DIPHTHERIA,DC,1950,57.86904762,3.538333333,CASES,47,1914,36
DIPHTHERIA,NJ,1950,51.13191489,3.998723404,CASES,206,1914,36
DIPHTHERIA,TN,1950,57.49206349,4.176507937,CASES,182,1914,36
DIPHTHERIA,ND,1950,40.16923077,1.507179487,CASES,8,1914,36
DIPHTHERIA,NE,1950,49.364,1.9044,CASES,100,1914,36
DIPHTHERIA,WI,1950,41.68913043,2.564347826,CASES,60,1914,36
DIPHTHERIA,CT,1950,47.48409091,3.823863636,CASES,26,1914,36
DIPHTHERIA,WV,1950,51.725,3.596363636,CASES,28,1914,36
DIPHTHERIA,ME,1950,39.88139535,3.325581395,CASES,20,1914,36
DIPHTHERIA,MI,1950,44.54259259,2.62037037,CASES,615,1914,36
DIPHTHERIA,VT,1950,42.09047619,3.74547619,CASES,3,1914,36
DIPHTHERIA,CO,1950,43.20980392,1.54627451,CASES,430,1914,36
DIPHTHERIA,WA,1950,45.57192982,3.850350877,CASES,276,1914,36
DIPHTHERIA,PA,1950,47.5047619,3.698095238,CASES,599,1914,36
DIPHTHERIA,KS,1950,53.33913043,2.296086957,CASES,55,1914,36
DIPHTHERIA,MD,1950,53.02941176,3.694509804,CASES,1173,1914,36
DIPHTHERIA,GA,1950,62.24909091,4.520181818,CASES,95,1914,36
DIPHTHERIA,AR,1950,60.5,4.718863636,CASES,26,1914,36
DIPHTHERIA,OH,1950,49.74814815,3.264074074,CASES,604,1914,36
DIPHTHERIA,CA,1950,56.92575758,1.711212121,CASES,991,1914,36
DIPHTHERIA,VA,1950,55.39038462,3.591538462,CASES,124,1914,36
DIPHTHERIA,IN,1950,51.89622642,3.405471698,CASES,333,1914,36
DIPHTHERIA,MA,1950,46.99285714,3.881428571,CASES,768,1914,36
DIPHTHERIA,FL,1950,70.4212766,4.939361702,CASES,202,1914,36
DIPHTHERIA,AL,1950,63.37575758,4.900909091,CASES,365,1914,36
DIPHTHERIA,NY,1950,45.67692308,3.535846154,CASES,2287,1914,36
DIPHTHERIA,MT,1950,40.97209302,1.715581395,CASES,37,1914,36
DIPHTHERIA,UT,1950,48.24,1.1282,CASES,41,1914,36
DIPHTHERIA,MO,1950,52.92372881,3.415932203,CASES,477,1914,36
DIPHTHERIA,NC,1950,58.11521739,4.256304348,CASES,136,1914,36
DIPHTHERIA,ID,1950,42.89772727,2.102272727,CASES,9,1914,36
DIPHTHERIA,IL,1950,51.16041667,3.256041667,CASES,133,1914,36
DIPHTHERIA,SC,1950,62.49423077,4.304807692,CASES,62,1914,36
DIPHTHERIA,LA,1950,65.96034483,5.046896552,CASES,506,1914,36
DIPHTHERIA,DE,1950,54.17209302,3.832790698,CASES,28,1914,36
DIPHTHERIA,TX,1950,64.72727273,2.105606061,CASES,875,1914,36
DIPHTHERIA,MN,1950,41.28813559,2.243728814,CASES,437,1914,36
DIPHTHERIA,RI,1950,48.29767442,3.658604651,CASES,35,1914,36
DIPHTHERIA,OK,1950,61.85454545,3.050454545,CASES,10,1914,36
DIPHTHERIA,KY,1950,48.05555556,2.83,CASES,15,1914,36
DIPHTHERIA,IA,1950,38.3,1.62,CASES,2,1914,36
DIPHTHERIA,OR,1950,48.66666667,2.546666667,CASES,10,1914,36
DIPHTHERIA,AZ,1950,42.7,1.84,CASES,2,1914,36
MUMPS,NY,2010,48.56341463,3.935121951,CASES,4320,1967,43
DIPHTHERIA,OH,1960,55.2,3,CASES,3,1914,46
DIPHTHERIA,MI,1980,52.2,2.78,CASES,1,1914,66
DIPHTHERIA,OH,1980,57.6,5.03,CASES,1,1914,66
DIPHTHERIA,PA,1980,57.2,3.33,CASES,1,1914,66
DIPHTHERIA,KS,1980,60.3,6.43,CASES,1,1914,66
DIPHTHERIA,IN,1980,57.8,7.32,CASES,1,1914,66
DIPHTHERIA,HI,1980,76,2.44,DEATHS,6,1914,66
DIPHTHERIA,OK,1980,78.6,4.16,DEATHS,4,1914,66
DIPHTHERIA,IN,1980,71.9,4.46,DEATHS,23,1914,66
DIPHTHERIA,CO,1980,64.5,1.19,DEATHS,12,1914,66
DIPHTHERIA,WA,1980,54.6,3.59,DEATHS,12,1914,66
DIPHTHERIA,MD,1980,72.5,4.7,DEATHS,17,1914,66
DIPHTHERIA,GA,1980,80.5,3.76,DEATHS,16,1914,66
DIPHTHERIA,AR,1980,77.9,5.41,DEATHS,6,1914,66
DIPHTHERIA,CA,1980,73.2,0.09,DEATHS,105,1914,66
DIPHTHERIA,VA,1980,73.6,3.37,DEATHS,8,1914,66
DIPHTHERIA,OR,1980,56.7,2.34,DEATHS,9,1914,66
DIPHTHERIA,MA,1980,65.9,3.39,DEATHS,29,1914,66
DIPHTHERIA,FL,1980,82.2,5.49,DEATHS,24,1914,66
DIPHTHERIA,AL,1980,79.9,3.46,DEATHS,8,1914,66
DIPHTHERIA,NY,1980,64,3.86,DEATHS,21,1914,66
DIPHTHERIA,UT,1980,67.3,0.41,DEATHS,5,1914,66
DIPHTHERIA,MO,1980,74,7.62,DEATHS,12,1914,66
DIPHTHERIA,NC,1980,77,4.06,DEATHS,2,1914,66
DIPHTHERIA,AZ,1980,78.6,0.44,DEATHS,17,1914,66
DIPHTHERIA,IL,1980,72.8,5.48,DEATHS,52,1914,66
DIPHTHERIA,LA,1980,81.2,7.24,DEATHS,16,1914,66
DIPHTHERIA,DE,1980,72.7,3.94,DEATHS,2,1914,66
DIPHTHERIA,NV,1980,67.9,0.13,DEATHS,8,1914,66
DIPHTHERIA,TX,1980,79.3,5.26,DEATHS,82,1914,66
DIPHTHERIA,MN,1980,63.2,5.73,DEATHS,10,1914,66
DIPHTHERIA,NM,1980,71.9,1.29,DEATHS,9,1914,66
DIPHTHERIA,RI,1980,66.9,3.56,DEATHS,7,1914,66
DIPHTHERIA,KY,1980,73.8,4.97,DEATHS,5,1914,66
DIPHTHERIA,DC,1980,78.7,2.56,DEATHS,21,1914,66
DIPHTHERIA,NJ,1980,69.9,4.44,DEATHS,124,1914,66
DIPHTHERIA,IA,1980,70.2,5.43,DEATHS,1,1914,66
DIPHTHERIA,TN,1980,75.7,5.51,DEATHS,26,1914,66
DIPHTHERIA,MI,1980,63.7,4.24,DEATHS,37,1914,66
DIPHTHERIA,OH,1980,69.8,6.42,DEATHS,46,1914,66
DIPHTHERIA,PA,1980,66.6,5.71,DEATHS,27,1914,66
DIPHTHERIA,NE,1980,70.2,2.39,DEATHS,7,1914,66
DIPHTHERIA,WI,1980,64.4,5.09,DEATHS,8,1914,66
DIPHTHERIA,KS,1980,75.8,3.84,DEATHS,11,1914,66
DIPHTHERIA,CT,1980,66.7,3.23,DEATHS,10,1914,66
BRUCELLOSIS [UNDULANT FEVER],TX,1950,82.1,2.13,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],AL,1950,69.38,3.426,CASES,5,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],OH,1950,58.93333333,2.523333333,CASES,4,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],OK,1950,64.03333333,2.39,CASES,3,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],MA,1950,56,5.3,CASES,4,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],PA,1950,46.81428571,3.668571429,CASES,8,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],MI,1950,25.425,1.715,CASES,4,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],VA,1950,39.6,2.84,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],AZ,1950,54.31666667,1.311666667,CASES,8,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],IL,1950,54.22,2.603333333,CASES,41,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],TN,1950,55.91666667,4.366666667,CASES,7,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],MO,1950,59.20909091,2.829090909,CASES,15,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],WI,1950,21.6,0.62,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],CO,1950,36.275,1.4225,CASES,8,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],NY,1950,40.6,3.233,CASES,14,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],NJ,1950,58.3,5.63,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],DC,1950,66.65,4.725,CASES,2,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],LA,1950,77.9,2.1475,CASES,5,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],OR,1950,26.8,4.53,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],IA,1950,36.7,2.73,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],MN,1950,50.35,2.355,CASES,13,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],WA,1950,52.1,1.155,CASES,3,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],CA,1950,55.71111111,2.347777778,CASES,14,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],FL,1950,63.5,3.48,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],CT,1950,52.8,4.72,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],NM,1950,71.1,1.63,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],HI,1950,69.9,13.01,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],ME,1950,41,4.44,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],IN,1950,57,1.26,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],OH,1960,46.7,3.7,CASES,1,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],PA,1980,57.2,3.33,CASES,2,NULL,NULL
BRUCELLOSIS [UNDULANT FEVER],IL,1980,58.2,6.2,CASES,1,NULL,NULL
